0.411445,
0.279349,
0.274154,
0.267718,
0.264861,
0.264016,
0.263736,
0.263568,
0.263611,
0.263546,
0.263584,
0.263466,
0.263517,
0.263455,
0.263443,
0.263601,
0.26345,
0.26347,
0.263485,
0.263588,
0.263574,
0.263617,
0.263657,
0.263738,
0.263764,
0.263835,
0.263895,
0.263945,
0.263979,
0.263994,
0.26407,
0.264008,
0.263977,
0.263823,
0.263651,
0.263506,
0.263448,
0.263205,
0.263068,
0.262794,
0.262682,
0.262368,
0.262281,
0.261973,
0.261742,
0.261412,
0.261162,
0.260771,
0.260629,
0.260374,
0.260119,
0.25982,
0.259354,
0.2592,
0.258649,
0.258352,
0.258238,
0.257966,
0.257849,
0.257233,
0.257047,
0.256999,
0.256779,
0.256317,
0.256245,
0.255964,
0.25576,
0.255522,
0.255582,
0.255261,
0.255257,
0.254992,
0.254812,
0.254707,
0.254504,
0.254383,
0.254342,
0.254053,
0.254064,
0.253821,
0.253524,
0.253543,
0.253364,
0.253123,
0.252925,
0.252688,
0.252391,
0.252209,
0.252019,
0.251871,
0.251592,
0.251206,
0.250614,
0.250475,
0.250285,
0.249933,
0.249522,
0.249405,
0.248824,
0.248685,
0.248496,
0.247957,
0.247807,
0.247834,
0.247417,
0.247287,
0.247357,
0.246997,
0.246682,
0.246815,
0.246616,
0.246383,
0.246191,
0.246131,
0.24606,
0.24593,
0.245717,
0.245652,
0.245581,
0.245424,
0.245321,
0.245165,
0.245078,
0.245054,
0.245052,
0.244906,
0.244941,
0.244886,
0.244742,
0.244597,
0.244563,
0.244479,
0.244439,
0.244126,
0.24417,
0.243876,
0.243966,
0.243902,
0.243947,
0.243798,
0.243855,
0.243535,
0.243619,
0.243737,
0.243553,
0.24358,
0.243392,
0.243324,
0.243367,
0.243402,
0.243098,
0.243272,
0.242923,
0.24312,
0.24303,
0.242815,
0.242723,
0.242854,
0.242994,
0.24267,
0.24269,
0.242901,
0.242603,
0.242435,
0.242432,
0.242413,
0.242365,
0.242355,
0.242429,
0.242453,
0.242157,
0.242369,
0.242255,
0.242205,
0.242209,
0.242247,
0.242149,
0.242191,
0.241888,
0.241974,
0.241998,
0.241912,
0.241947,
0.241854,
0.24185,
0.241697,
0.241909,
0.241875,
0.241781,
0.241684,
0.241602,
0.241851,
0.241634,
0.2416,
0.241409,
0.241544,
0.241603,
0.241444,
0.241494,
0.241394,
0.241341,
0.241411,
0.241338,
0.241354,
0.241506,
0.241223,
0.241408,
0.241121,
0.241195,
0.241097,
