0.411527,
0.279321,
0.274225,
0.267735,
0.264854,
0.264055,
0.263754,
0.263576,
0.263629,
0.263549,
0.26369,
0.263476,
0.263544,
0.263473,
0.263489,
0.263648,
0.263514,
0.263545,
0.263581,
0.263686,
0.263655,
0.263733,
0.263772,
0.263871,
0.263873,
0.263937,
0.263973,
0.263929,
0.263942,
0.263911,
0.263953,
0.263857,
0.263869,
0.26367,
0.26352,
0.263405,
0.263246,
0.263086,
0.26291,
0.262655,
0.262529,
0.262331,
0.262222,
0.261967,
0.261764,
0.261408,
0.261297,
0.260952,
0.260646,
0.260505,
0.260289,
0.259964,
0.25978,
0.259583,
0.259271,
0.259011,
0.258794,
0.258437,
0.258303,
0.257681,
0.257382,
0.256987,
0.25626,
0.255583,
0.254842,
0.254068,
0.253429,
0.252666,
0.252156,
0.251409,
0.250894,
0.250423,
0.250123,
0.249768,
0.249206,
0.24885,
0.248767,
0.248408,
0.248078,
0.248007,
0.247646,
0.247444,
0.247229,
0.246859,
0.246863,
0.246556,
0.246354,
0.246134,
0.245877,
0.24603,
0.245609,
0.245585,
0.245173,
0.245202,
0.245035,
0.244838,
0.244586,
0.244595,
0.244169,
0.244115,
0.244191,
0.24375,
0.243762,
0.243607,
0.243175,
0.243171,
0.24315,
0.242749,
0.242568,
0.242608,
0.242347,
0.242117,
0.242044,
0.241882,
0.241604,
0.241421,
0.241325,
0.241282,
0.241213,
0.241042,
0.240704,
0.240668,
0.240621,
0.24042,
0.240374,
0.240314,
0.240284,
0.240219,
0.240064,
0.24004,
0.239986,
0.239691,
0.239814,
0.239612,
0.23946,
0.239347,
0.239425,
0.239198,
0.239281,
0.238851,
0.239152,
0.239062,
0.239036,
0.239099,
0.238968,
0.238805,
0.238689,
0.238603,
0.238637,
0.238791,
0.238459,
0.238491,
0.238336,
0.238611,
0.238332,
0.238309,
0.238246,
0.23827,
0.238335,
0.238161,
0.237927,
0.238163,
0.238184,
0.237787,
0.238015,
0.237818,
0.237696,
0.23784,
0.23797,
0.237962,
0.237732,
0.237739,
0.2378,
0.237744,
0.237564,
0.237564,
0.2377,
0.237648,
0.237491,
0.237529,
0.237597,
0.237255,
0.237661,
0.237423,
0.237533,
0.237423,
0.237438,
0.237343,
0.237388,
0.237393,
0.237198,
0.237316,
0.237257,
0.237175,
0.237232,
0.23721,
0.237059,
0.236987,
0.237239,
0.237206,
0.237181,
0.237236,
0.237105,
0.23699,
0.237068,
0.237226,
0.237029,
0.236889,
0.236985,
0.236951,
0.236893,
0.236863,
0.236861,
0.236847,
0.236924,
0.23686,
0.236845,
0.236923,
0.236703,
0.236807,
0.236764,
0.236612,
0.236773,
0.236582,
0.236702,
0.236826,
0.236745,
0.236693,
0.236625,
0.236728,
0.236458,
0.236626,
0.236492,
0.236399,
0.236535,
0.236551,
0.236548,
0.236721,
0.236467,
0.236407,
0.236578,
0.236325,
0.236526,
0.236433,
0.23649,
0.236352,
0.236347,
0.236286,
0.236442,
0.236247,
0.236223,
0.236419,
0.236172,
0.236411,
0.236391,
0.236274,
0.236147,
0.236406,
0.236357,
0.236291,
0.236433,
0.236302,
0.236176,
0.236299,
0.236317,
